rank,name,code,country,birthdate
860,Kosuke Ogura,KosukeOgura,JPN,1996-02-09
861,Nicolas Moreno De Alboran,NicolasMorenoDeAlboran,USA,1997-07-14
862,Andrew Johnson,AndrewJohnson,USA,2009-08-23
863,Patrick Brady,PatrickBrady,GBR,2004-11-14
864,"Anton Arzhankin</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">865</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=BautistaVilicich"">Bautista Vilicich",AntonArzhankin,ARG,2001-10-05
866,Lorenzo Gagliardo,LorenzoGagliardo,ITA,2000-06-27
867,Qian Sun,QianSun,CHN,2001-07-12
868,Diego Augusto Barreto Sanchez,DiegoAugustoBarretoSanchez,ESP,2002-04-18
869,Iannis Miletich,IannisMiletich,ITA,2005-08-27
870,Joao Victor Couto Loureiro,JoaoVictorCoutoLoureiro,BRA,2003-03-28
871,Niccolo Catini,NiccoloCatini,ITA,1997-12-09
872,Carles Hernandez,CarlesHernandez,ESP,2001-04-25
873,Tomas Curras Abasolo,TomasCurrasAbasolo,ESP,2000-05-02
874,Luca Castagnola,LucaCastagnola,ITA,2002-06-14
875,Alaa Trifi,AlaaTrifi,TUN,2007-01-16
876,Thomas Fancutt,ThomasFancutt,AUS,1995-02-25
877,Luca Pow,LucaPow,GBR,2005-02-01
878,Noah Zamora,NoahZamora,USA,2003-03-13
879,Mikalai Haliak,MikalaiHaliak,BLR,1998-08-14
880,Daniele Rapagnetta,DanieleRapagnetta,ITA,2006-12-03
881,Marcus Walters,MarcusWalters,GBR,1998-04-03
882,Younes Lalami Laaroussi,YounesLalamiLaaroussi,MAR,2001-04-18
883,Benjamin Pietri,BenjaminPietri,FRA,1996-07-31
884,Michael Zhu,MichaelZhu,USA,1992-08-12
885,Manuel Plunger,ManuelPlunger,ITA,2002-07-13
886,Emon Van Loben Sels,EmonVanLobenSels,USA,2004-12-19
887,Axel Garcian,AxelGarcian,FRA,2002-06-07
888,Blu Baker,BluBaker,GBR,2001-08-28
889,Salvador Price,SalvadorPrice,COL,2005-02-19
890,Tristan Stringer,TristanStringer,USA,2005-10-18
891,Sam Ryan Ziegann,SamRyanZiegann,AUS,1998-07-25
892,Nicolas Ian Kotzen,NicolasIanKotzen,USA,2003-03-22
893,Johannes Ingildsen,JohannesIngildsen,DEN,1997-07-01
894,Mikael Ymer,MikaelYmer,SWE,1998-09-09
895,Timo Legout,TimoLegout,FRA,2002-03-13
896,Theodore Dean,TheodoreDean,USA,2002-03-25
897,Evgeny Tyurnev,EvgenyTyurnev,RUS,1997-04-08
898,Markus Molder,MarkusMolder,EST,2005-05-10
899,Ronit Karki,RonitKarki,USA,2007-11-23
900,Herman Hoeyeraal,HermanHoeyeraal,NOR,2001-10-02
901,Ivan Nedelko,IvanNedelko,RUS,1986-05-12
902,Kristijan Juhas,KristijanJuhas,SRB,2001-06-04
903,Yaojie Zeng,YaojieZeng,CHN,2002-01-30
904,"Anas Mazdrashki</a></td><td align=""left"">BUL</td><td align=""right""></td></tr><tr><td align=""right"">905</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=MichelHopp"">Michel Hopp",AnasMazdrashki,GER,1998-12-21
906,Gabriele Maria Noce,GabrieleMariaNoce,ITA,1995-10-29
907,Lucca Helguera Casado,LuccaHelgueraCasado,ESP,2005-12-01
908,Jeremy Gschwendtner,JeremyGschwendtner,GBR,1998-08-21
909,Jesse Delaney,JesseDelaney,AUS,1998-11-14
910,Grigoriy Lomakin,GrigoriyLomakin,KAZ,1998-03-18
911,Albert Ramos,AlbertRamos,ESP,1988-01-17
912,Spencer Johnson,SpencerJohnson,USA,2003-01-15
913,"Jamie Mackenzie</a></td><td align=""left"">GER</td><td align=""right""></td></tr><tr><td align=""right"">914</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=YunseongChung"">Yunseong Chung",JamieMackenzie,KOR,1998-03-27
915,Christopher Li,ChristopherLi,PER,2003-07-15
916,Duck Hee Lee,DuckHeeLee,KOR,1998-05-29
917,Isaac Becroft,IsaacBecroft,NZL,2000-10-29
918,"Carles Cordoba</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">919</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=MuhammadShoaib"">Muhammad Shoaib",CarlesCordoba,PAK,2002-02-15
920,J J Wolf,JJWolf,USA,1998-12-21
921,Matthew Forbes,MatthewForbes,USA,2006-04-06
922,Tristan Lamasine,TristanLamasine,FRA,1993-03-05
923,Christian Sigsgaard,ChristianSigsgaard,DEN,1997-03-14
924,Orel Kimhi,OrelKimhi,ISR,2003-08-19
925,Aleksa Ciric,AleksaCiric,SRB,2000-06-21
926,Nitin Kumar Sinha,NitinKumarSinha,IND,1999-02-20
927,Artur Kukasian,ArturKukasian,RUS,2004-03-21
928,Tomas Martinez,TomasMartinez,ARG,2003-08-24
929,William Rejchtman Vinciguerra,WilliamRejchtmanVinciguerra,SWE,2007-02-10
930,Paul Inchauspe,PaulInchauspe,FRA,2004-02-25
931,Ilya Snitari,IlyaSnitari,MDA,2002-03-20
932,Dominik Recek,DominikRecek,CZE,1995-02-19
933,Stijn Paardekooper,StijnPaardekooper,NED,2003-08-29
934,Ziga Sesko,ZigaSesko,SLO,2008-07-27
935,Bekkhan Atlangeriev,BekkhanAtlangeriev,RUS,2001-03-12
936,Ajeet Rai,AjeetRai,NZL,1999-01-18
937,Tom Zeuch,TomZeuch,GER,2000-02-17
938,Ryotaro Taguchi,RyotaroTaguchi,JPN,2000-06-30
939,Dev Javia,DevJavia,IND,2002-03-16
940,Rares Teodor Pieleanu,RaresTeodorPieleanu,ROU,2007-02-10
941,Pietro Romeo Scomparin,PietroRomeoScomparin,ITA,2001-04-07
942,Lorenzo Rottoli,LorenzoRottoli,ITA,2002-02-19
943,Thantub Suksumrarn,ThantubSuksumrarn,THA,2001-05-18
944,"Egor Pleshivtsev</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">945</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=NiccoloCiavarella"">Niccolo Ciavarella",EgorPleshivtsev,ITA,2004-03-19
946,Niklas Schell,NiklasSchell,GER,1999-01-03
947,Karim Ibrahim,KarimIbrahim,EGY,2003-08-07
948,Nicolas Barrientos,NicolasBarrientos,COL,1987-04-24
949,Zoran Ludoski,ZoranLudoski,SRB,2005-06-16
950,Arvid Nordquist,ArvidNordquist,SWE,1998-06-08
951,Luis Felipe Miguel,LuisFelipeMiguel,BRA,2004-03-10
952,Yannick Alexandrescou,YannickAlexandrescou,ROU,2008-01-10
953,Shunsuke Nakagawa,ShunsukeNakagawa,JPN,2000-03-07
954,Micah Braswell,MicahBraswell,USA,2001-11-04
955,Aoran Wang,AoranWang,CHN,1997-02-05
956,Kacper Szymkowiak,KacperSzymkowiak,POL,2004-12-10
957,Lautaro Agustin Falabella,LautaroAgustinFalabella,ARG,1998-01-19
958,Stefano Dagostino,StefanoDagostino,ITA,2003-11-03
959,Rocco Piatti,RoccoPiatti,MON,2004-08-02
960,Louis Larue,LouisLarue,FRA,2004-05-29
961,Benjamin Thomas George,BenjaminThomasGeorge,CAN,2002-12-20
962,Adan Freire Da Silva,AdanFreireDaSilva,FRA,1999-05-05
963,Evan Bynoe,EvanBynoe,USA,1999-05-27
964,Daniil Sarksian,DaniilSarksian,RUS,2006-06-20
965,Giannicola Misasi,GiannicolaMisasi,ITA,2000-09-12
966,Ricardas Berankis,RicardasBerankis,LTU,1990-06-21
967,Devin Badenhorst,DevinBadenhorst,RSA,2004-05-20
968,Khololwam Montsi,KhololwamMontsi,RSA,2002-11-20
969,Ozan Baris,OzanBaris,USA,2004-03-31
970,Gianluca Brunkow,GianlucaBrunkow,USA,2002-10-12
971,Enzo Kohlmann De Freitas,EnzoKohlmannDeFreitas,BRA,2006-09-16
972,Justin Roberts,JustinRoberts,BAH,1996-12-04
973,Luca Preda,LucaPreda,ROU,2006-03-19
974,Bastian Malla,BastianMalla,CHI,1996-09-22
975,Giulio Perego,GiulioPerego,ITA,2003-04-09
976,Michele Mecarelli,MicheleMecarelli,ITA,2007-04-28
977,Aaron Funk,AaronFunk,GER,2006-01-26
978,Aditya Vishal Balsekar,AdityaVishalBalsekar,IND,2002-10-23
979,Karl Friberg,KarlFriberg,SWE,1999-03-25
980,Linang Xiao,LinangXiao,CHN,2000-03-18
981,Yuta Tomida,YutaTomida,JPN,2006-10-31
982,Fermin Tenti,FerminTenti,ARG,1997-06-14
983,Julio Cesar Porras,JulioCesarPorras,ARG,1998-02-25
984,Noritaka Koizumi,NoritakaKoizumi,JPN,2003-06-11
985,Taym Al Azmeh,TaymAlAzmeh,GER,2004-03-31
986,Ji Sung Nam,JiSungNam,KOR,1993-08-15
987,Dominique Rolland,DominiqueRolland,USA,2004-10-18
988,Egor Gerasimov,EgorGerasimov,BLR,1992-11-11
989,"Simeon Stankovic</a></td><td align=""left"">SRB</td><td align=""right""></td></tr><tr><td align=""right"">990</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=CharlieRobertson"">Charlie Robertson",SimeonStankovic,GBR,2006-10-07
991,Peter Buldorini,PeterBuldorini,ITA,2004-08-09
992,Markus Malaszszak,MarkusMalaszszak,GER,2004-07-08
993,Nikita Ianin,NikitaIanin,RUS,2001-09-07
994,Noah Schachter,NoahSchachter,USA,1999-09-06
995,Sydney Zick,SydneyZick,GER,2007-01-12
996,"Pieter De Lange</a></td><td align=""left"">NED</td><td align=""right""></td></tr><tr><td align=""right"">997</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=KriishTyagi"">Kriish Tyagi",PieterDeLange,IND,2007-04-23
998,Dylan Dietrich,DylanDietrich,SUI,2004-09-22
999,Federico Coria,FedericoCoria,ARG,1992-03-09
1000,Karue Sell,KarueSell,BRA,1993-11-13
1001,Filip Pieczonka,FilipPieczonka,POL,2004-04-09
1002,Alex Kuperstein,AlexKuperstein,USA,1998-12-15
1002,"Dante Pagani</a></td><td align=""left"">ARG</td><td align=""right""></td></tr><tr><td align=""right"">1004</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=JuanCarlosAguilar"">Juan Carlos Aguilar",DantePagani,CAN,1998-11-20
1005,Lucas Bouquet,LucasBouquet,FRA,1997-08-05
1006,Daisuke Sumizawa,DaisukeSumizawa,JPN,1999-01-31
1007,Niels Mcdonald,NielsMcdonald,GER,2008-01-26
1008,Pedro Araujo,PedroAraujo,POR,2002-03-26
1009,Petros Tsitsipas,PetrosTsitsipas,GRE,2000-07-27
1010,Julian Cundom,JulianCundom,ARG,2001-04-10
1011,Jumpei Yamasaki,JumpeiYamasaki,JPN,1997-07-02
1012,Evgeny Philippov,EvgenyPhilippov,RUS,2002-02-06
1013,Marko Maksimovic,MarkoMaksimovic,SRB,2006-02-12
1014,David Eichenseher,DavidEichenseher,GER,2005-12-27
1015,Mihai Razvan Marinescu,MihaiRazvanMarinescu,ROU,2001-09-09
1016,Andrew Delgado,AndrewDelgado,USA,2005-05-22
1017,Chan Yeong Oh,ChanYeongOh,KOR,1998-06-27
1018,Ryo Tabata,RyoTabata,JPN,2008-01-06
1019,Arthur Reymond,ArthurReymond,FRA,1999-04-02
1020,Maxwell Exsted,MaxwellExsted,USA,2007-03-12
1021,Nikola Djosic,NikolaDjosic,SUI,2007-09-09
1022,Victor Lilov,VictorLilov,USA,2004-02-11
1023,Zach Stephens,ZachStephens,GBR,2006-05-23
1024,Ronald Hohmann,RonaldHohmann,USA,2001-08-01
1025,Ezequiel Monferrer,EzequielMonferrer,ARG,2003-05-16
1026,Joao Vitor Scramin Do Lago,JoaoVitorScraminDoLago,BRA,2006-06-02
1027,"Yuto Oki</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1028</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlanWazny"">Alan Wazny</a></td><td align=""left"">POL</td><td align=""right""></td></tr><tr><td align=""right"">1029</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=RafaelTosetto"">Rafael Tosetto",YutoOki,BRA,1999-06-02
1030,Jacob Brumm,JacobBrumm,USA,1998-11-30
1031,Stefan Vujic,StefanVujic,AUS,1998-03-31
1032,Pavlos Tsitsipas,PavlosTsitsipas,GRE,2005-07-23
1033,Nicolas Ifi,NicolasIfi,BEL,1998-06-20
1034,"Vignesh Gogineni</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1035</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=NicolasOliveira"">Nicolas Oliveira",VigneshGogineni,BRA,2006-04-14
1036,Oliver Bonding,OliverBonding,GBR,2007-06-18
1037,Keegan Rice,KeeganRice,CAN,2006-06-20
1038,Benjamin Winter Lopez,BenjaminWinterLopez,ESP,1998-05-27
1039,Pedro Rodrigues,PedroRodrigues,BRA,2006-04-05
1040,Alexander Kotzen,AlexanderKotzen,USA,2000-07-01
1041,Justin Schlageter,JustinSchlageter,GER,2001-03-09
1042,Thando Longwe Smit,ThandoLongweSmit,RSA,2001-06-17
1043,Ruslan Tiukaev,RuslanTiukaev,RUS,2005-06-08
1044,Keshav Chopra,KeshavChopra,USA,2001-10-24
1045,Chen Dong,ChenDong,AUS,2002-11-20
1046,Christian Djonov,ChristianDjonov,GER,2000-03-14
1047,Diego Fernandez Flores,DiegoFernandezFlores,CHI,2000-10-07
1048,"Billy Suarez</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1049</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndreaDeMarchi"">Andrea De Marchi",BillySuarez,ITA,2007-01-12
1050,Volodymyr Iakubenko,VolodymyrIakubenko,UKR,2005-07-19
1051,Nicolas Bruna,NicolasBruna,CHI,1999-01-19
1052,Joaquim Almeida,JoaquimAlmeida,BRA,2002-03-14
1053,David Pichler,DavidPichler,AUT,1996-02-19
1054,Orlando Luz,OrlandoLuz,BRA,1998-02-08
1055,Kalin Ivanovski,KalinIvanovski,MKD,2004-05-11
1056,Oscar Otte,OscarOtte,GER,1993-07-16
1057,Iiro Vasa,IiroVasa,FIN,2002-09-03
1058,Alexander Klintcharov,AlexanderKlintcharov,NZL,1996-08-25
1059,Nico Hipfl,NicoHipfl,AUT,2006-04-03
1060,Enzo Wallart,EnzoWallart,FRA,1997-02-12
1061,Yan Cheng Chen,YanChengChen,TPE,2002-05-01
1062,Christopher Papa,ChristopherPapa,USA,2001-04-24
1063,Finn Bass,FinnBass,GBR,1999-10-09
1064,Geun Jun Kim,GeunJunKim,KOR,2001-07-27
1065,Hazem Naw,HazemNaw,SYR,2000-01-01
1066,Zura Tkemaladze,ZuraTkemaladze,GEO,2000-06-04
1067,Mateo Del Pino,MateoDelPino,ARG,2003-06-28
1068,Vladislav Melnic,VladislavMelnic,ROU,1999-06-23
1069,Ali Habib,AliHabib,GBR,2002-11-26
1070,Ammar Alhogbani,AmmarAlhogbani,USA,1998-12-15
1071,"Viktor Frydrych</a></td><td align=""left"">GBR</td><td align=""right""></td></tr><tr><td align=""right"">1072</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=KeremYilmaz"">Kerem Yilmaz",ViktorFrydrych,TUR,2007-03-31
1073,Pietro Marino,PietroMarino,ITA,2001-06-03
1074,Kody Pearson,KodyPearson,AUS,1999-07-26
1075,Trey Hilderbrand,TreyHilderbrand,USA,2000-05-15
1076,Joris De Loore,JorisDeLoore,BEL,1993-04-21
1077,Shu Matsuoka,ShuMatsuoka,JPN,2003-09-11
1078,Kristjan Tamm,KristjanTamm,EST,1998-06-16
1079,Duje Markovina,DujeMarkovina,CRO,2007-09-12
1080,Hanyi Liu,HanyiLiu,CHN,2001-05-23
1081,Daniel Uta,DanielUta,ROU,2006-11-14
1082,Brian Bozemoj,BrianBozemoj,NED,2003-11-30
1083,Valentin Basel,ValentinBasel,ARG,2004-06-02
1084,Jeremy Schifris,JeremySchifris,GER,2001-10-06
1085,Conor Gannon,ConorGannon,IRL,2002-06-06
1086,Joao Vitor Goncalves Ceolin,JoaoVitorGoncalvesCeolin,BRA,1999-05-03
1087,Demetris Azoides,DemetrisAzoides,GRE,2000-10-09
1088,Jacopo Bilardo,JacopoBilardo,ITA,2004-11-04
1089,Matias Ponce De Leon Gomila,MatiasPonceDeLeonGomila,ESP,2003-06-06
1090,Jangjun Kim,JangjunKim,KOR,2006-12-18
1091,Simon Reveniau,SimonReveniau,FRA,1998-04-01
1092,Alejandro Hayen,AlejandroHayen,MEX,1998-06-09
1093,Suk Hyun Choo,SukHyunChoo,KOR,2001-04-29
1094,Stefan Horia Haita,StefanHoriaHaita,ROU,2007-06-06
1095,Jason Jung,JasonJung,TPE,1989-06-15
1096,Jannik Opitz,JannikOpitz,GER,1998-04-15
1097,Matt Hulme,MattHulme,AUS,1999-02-17
1098,"Maan Kesharwani</a></td><td align=""left"">IND</td><td align=""right""></td></tr><tr><td align=""right"">1099</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=KorayKirci"">Koray Kirci",MaanKesharwani,TUR,1998-08-17
1100,Oliver Okonkwo,OliverOkonkwo,GBR,2000-04-08
1101,Lachlan James Mcfadzean,LachlanJamesMcfadzean,AUS,2007-01-08
1102,"James Van Herzeele</a></td><td align=""left"">THA</td><td align=""right""></td></tr><tr><td align=""right"">1103</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=MickaelKaouk"">Mickael Kaouk</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1104</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=MathieuScaglia"">Mathieu Scaglia",JamesVanHerzeele,FRA,1998-11-23
1105,Seung Woo Cho,SeungWooCho,KOR,1998-04-27
1106,Aljaz Jeran,AljazJeran,SLO,2003-10-23
1107,Diogo Marques,DiogoMarques,POR,1999-08-08
1108,Victor Hugo Remondy Pagotto,VictorHugoRemondyPagotto,BRA,2005-06-10
1109,"Melih Anavatan</a></td><td align=""left"">TUR</td><td align=""right""></td></tr><tr><td align=""right"">1110</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=EnzoCamargoLima"">Enzo Camargo Lima",MelihAnavatan,BRA,2003-09-20
1111,Lorenzo Lorusso,LorenzoLorusso,ITA,2000-01-06
1112,Saveliy Ivanov,SaveliyIvanov,RUS,2004-09-22
1113,Benito Sanchez Martinez,BenitoSanchezMartinez,GER,2002-04-30
1114,Luc Koenig,LucKoenig,GBR,2003-08-03
1115,Adam Jilly,AdamJilly,HUN,2006-12-12
1115,Gijs Brouwer,GijsBrouwer,NED,1996-03-14
1117,"Vlado Jankanj</a></td><td align=""left"">SRB</td><td align=""right""></td></tr><tr><td align=""right"">1118</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=MarioMartinezSerrano"">Mario Martinez Serrano",VladoJankanj,ESP,2004-06-02
1119,Rohan Mehra,RohanMehra,IND,2002-05-22
1120,Stefan Seifert,StefanSeifert,GER,1985-02-28
1121,Julian Alonso,JulianAlonso,ESP,2005-02-19
1122,Adrian Andreev,AdrianAndreev,BUL,2001-05-12
1123,Mikael Arseneault,MikaelArseneault,CAN,2007-01-18
1124,Thiago Agustin Pernas,ThiagoAgustinPernas,ARG,2001-06-04
1125,Hayden Jones,HaydenJones,AUS,2006-08-30
1126,Johan Oscar Lien,JohanOscarLien,NOR,2007-09-15
1127,Elgin Khoeblal,ElginKhoeblal,NED,2001-09-29
1128,Marcello Serafini,MarcelloSerafini,ITA,2002-08-25
1129,"Rafael De Alba</a></td><td align=""left"">MEX</td><td align=""right""></td></tr><tr><td align=""right"">1130</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=OliverAnderson"">Oliver Anderson",RafaelDeAlba,AUS,1998-04-30
1131,Rocco Valente,RoccoValente,ARG,2004-07-25
1132,Nicolas Garcia Longo,NicolasGarciaLongo,ARG,2005-05-16
1133,Jefferson Wendler Filho,JeffersonWendlerFilho,BRA,1995-09-15
1134,"Fanming Meng</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1135</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=MakotoOchi"">Makoto Ochi",FanmingMeng,JPN,1996-05-03
1136,Maxim Shin,MaximShin,UZB,2003-06-04
1137,Filippo Mazzola,FilippoMazzola,ITA,2005-05-02
1138,Mohamed Nazim Makhlouf,MohamedNazimMakhlouf,ALG,1996-09-12
1139,Maximilian Figl,MaximilianFigl,ITA,2004-03-29
1140,"Benjamin O'Connell</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1141</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=HugoCar"">Hugo Car",BenjaminO'Connell,FRA,2002-09-16
1142,"Jerry Roddick</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1143</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=YunseokJang"">Yunseok Jang",JerryRoddick,KOR,2003-05-06
1144,Gage Brymer,GageBrymer,USA,1995-02-07
1145,"Mathis Bondaz</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1146</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=ElijahSanogo"">Elijah Sanogo",MathisBondaz,FRA,2008-06-30
1147,Alvin Nicholas Tudorica,AlvinNicholasTudorica,CAN,2002-02-13
1148,Connor Thomson,ConnorThomson,GBR,2001-01-16
1149,Federico Aguilar Cardozo,FedericoAguilarCardozo,URU,2005-04-08
1150,Liam Gavrielides,LiamGavrielides,GER,2004-01-30
1151,"Daniil Kakhniuk</a></td><td align=""left"">BLR</td><td align=""right""></td></tr><tr><td align=""right"">1152</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=KevinEdengren"">Kevin Edengren",DaniilKakhniuk,SWE,2005-07-01
1153,Leonardo Malgaroli,LeonardoMalgaroli,ITA,2002-08-07
1154,Robert Guna,RobertGuna,ROU,2005-08-31
1155,Fons Van Sambeek,FonsVanSambeek,NED,2002-02-10
1156,Liam Branger,LiamBranger,FRA,2001-01-24
1157,"Leonardo Primucci</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1158</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=NoelLarwig"">Noel Larwig",LeonardoPrimucci,GER,2001-09-21
1159,Juan Bautista Otegui,JuanBautistaOtegui,ARG,1999-02-23
1160,Andrea Colombo,AndreaColombo,ITA,2002-11-04
1161,Piet Luis Pinter,PietLuisPinter,AUT,2005-06-07
1161,Sungbeen Sim,SungbeenSim,KOR,1997-04-10
1163,Hugo Pierre,HugoPierre,FRA,1996-03-13
1164,Nicolas Parizzia,NicolasParizzia,SUI,1998-09-15
1165,Nicolo Toffanin,NicoloToffanin,ITA,2003-03-08
1166,Preston Brown,PrestonBrown,USA,2001-08-23
1167,Matthias Ujvary,MatthiasUjvary,AUT,2004-07-05
1168,Luis David Martinez,LuisDavidMartinez,VEN,1989-05-12
1169,Siddhant Banthia,SiddhantBanthia,IND,2000-08-04
1169,Stian Klaassen,StianKlaassen,NED,2003-04-19
1169,Zsombor Velcz,ZsomborVelcz,HUN,2002-11-16
1172,Cosme Rolland De Ravel,CosmeRollandDeRavel,FRA,2004-06-14
1173,"Pranav Karthik</a></td><td align=""left"">IND</td><td align=""right""></td></tr><tr><td align=""right"">1174</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=CooperWoestendick"">Cooper Woestendick",PranavKarthik,USA,2006-11-16
1174,Thomas Deschamps,ThomasDeschamps,FRA,1998-07-19
1174,Tito Chavez,TitoChavez,ESP,2008-02-01
1177,Sasha Rozin,SashaRozin,CAN,2005-07-17
1178,David Poljak,DavidPoljak,CZE,1996-05-17
1179,Segundo Goity Zapico,SegundoGoityZapico,ARG,2005-08-12
1180,Goncalo Marques,GoncaloMarques,POR,2006-01-07
1181,Edoardo Cherie Ligniere,EdoardoCherieLigniere,ITA,2004-06-19
1181,"Joaquin Guilleme</a></td><td align=""left"">NIC</td><td align=""right""></td></tr><tr><td align=""right"">1183</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=ViktorMarkov"">Viktor Markov",JoaquinGuilleme,BUL,2005-04-21
1184,Martin Sabas,MartinSabas,FRA,2001-12-14
1185,Stefan Cooper,StefanCooper,GBR,1996-06-17
1186,"Arjun Rathi</a></td><td align=""left"">IND</td><td align=""right""></td></tr><tr><td align=""right"">1187</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=SebastianFanselow"">Sebastian Fanselow",ArjunRathi,GER,1991-12-30
1188,Kazuki Nishiwaki,KazukiNishiwaki,JPN,1994-10-29
1189,Mika Lipp,MikaLipp,GER,2003-10-10
1190,Hiromasa Koyama,HiromasaKoyama,JPN,2007-12-13
1190,Liam Krall,LiamKrall,USA,2002-05-20
1192,Ryota Tanuma,RyotaTanuma,JPN,1995-09-22
1193,Ethan Cook,EthanCook,AUS,2003-02-21
1194,Valentin Lapalu,ValentinLapalu,FRA,2002-03-13
1195,Lorenzo Comino,LorenzoComino,ITA,2006-02-18
1196,Edison Ambarzumjan,EdisonAmbarzumjan,GER,1996-07-31
1197,"Tobia Costanzo Baragiola Mordini</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1198</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=GiacomoCrisostomo"">Giacomo Crisostomo",TobiaCostanzoBaragiolaMordini,ITA,2003-07-29
1199,Taketo Takamisawa,TaketoTakamisawa,JPN,1998-05-18
1200,Michael Gloeckler,MichaelGloeckler,AUT,1998-09-13
1201,James Beaven,JamesBeaven,GBR,2004-12-23
1202,Nicholas Roberts,NicholasRoberts,FRA,2006-08-29
1203,Toby Martin,TobyMartin,GBR,1993-02-19
1204,Ivan Gretskiy,IvanGretskiy,RUS,2006-03-07
1205,"Ferdinand Livet Novkirichka</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1206</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=LeytonRivera"">Leyton Rivera",FerdinandLivetNovkirichka,NOR,2001-10-28
1207,Derek Pham,DerekPham,AUS,2004-03-31
1207,Keenan Mayo,KeenanMayo,USA,2000-05-26
1209,Andrea Meduri,AndreaMeduri,ITA,2005-03-08
1209,Ofek Shimanov,OfekShimanov,ISR,2005-07-03
1211,Ilyas Milad Fahim,IlyasMiladFahim,MAR,2005-09-01
1212,Andrej Loncarevic,AndrejLoncarevic,FRA,2005-08-31
1213,Boris Arias,BorisArias,BOL,1993-11-09
1213,Stefan Latinovic,StefanLatinovic,SRB,1999-11-22
1215,Szymon Kielan,SzymonKielan,POL,2002-11-21
1216,Martin Borisiouk,MartinBorisiouk,BLR,2000-07-04
1217,Alexander Bernard,AlexanderBernard,USA,2003-08-13
1217,Mustafa Ege Sik,MustafaEgeSik,TUR,2009-09-01
1219,Evgeny Karlovskiy,EvgenyKarlovskiy,RUS,1994-08-07
1219,Rudy Quan,RudyQuan,USA,2006-02-21
1221,Jaesung Choe,JaesungChoe,KOR,1999-10-21
1222,Sebastian Dominko,SebastianDominko,SLO,2003-05-13
1223,James Connel,JamesConnel,GBR,2003-03-03
