rank,name,code,country,birthdate
837,"Allegra Korpanec Davies</a></td><td align=""left"">GBR</td><td align=""right""></td></tr><tr><td align=""right"">838</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FelitsataDorofeevaRybas"">Felitsata Dorofeeva Rybas</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">839</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YuhanLiu"">Yuhan Liu",AllegraKorpanecDavies,CHN,2003-08-31
840,Valeriia Artemeva,ValeriiaArtemeva,RUS,2007-06-09
841,Lilian Poling,LilianPoling,USA,1997-12-30
842,"Anna Frey</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">843</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SelinaDal"">Selina Dal",AnnaFrey,GER,2001-11-28
844,"Chukwumelije Clarke</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">845</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SophiaFry"">Sophia Fry",ChukwumelijeClarke,AUS,2000-07-31
846,Johanna Silva,JohannaSilva,GER,1997-11-15
847,Kate Mansfield,KateMansfield,USA,2004-10-24
848,Lorena Solar Donoso,LorenaSolarDonoso,ESP,2007-06-07
849,Kristina Mladenovic,KristinaMladenovic,FRA,1993-05-14
850,Julia Garcia Ruiz,JuliaGarciaRuiz,MEX,2003-08-05
851,Brooke Black,BrookeBlack,GBR,2007-11-20
852,Monika Stankiewicz,MonikaStankiewicz,POL,2006-10-24
853,Camila Romero,CamilaRomero,ECU,1998-10-05
854,Akanksha Dileep Nitture,AkankshaDileepNitture,IND,2003-03-08
855,Suha Lee,SuhaLee,KOR,2008-12-08
856,"Denisa Zoldakova</a></td><td align=""left"">CZE</td><td align=""right""></td></tr><tr><td align=""right"">857</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ChloeNoel"">Chloe Noel",DenisaZoldakova,FRA,2004-03-22
858,Elena Jamshidi,ElenaJamshidi,DEN,2001-03-16
859,Jamilah Snells,JamilahSnells,USA,2002-08-29
860,Jessica Failla,JessicaFailla,USA,1997-07-05
861,Gyeong Seo Lee,GyeongSeoLee,KOR,2005-03-21
862,Iveta Dapkute,IvetaDapkute,LTU,1993-01-29
863,Maia Ilinca Burcescu,MaiaIlincaBurcescu,ROU,2009-11-26
864,Yanan Hou,YananHou,CHN,2005-05-27
865,Jizelle Sibai,JizelleSibai,AUS,2009-10-01
866,"Alina Trynkina</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">867</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SofiaRojas"">Sofia Rojas",AlinaTrynkina,ECU,1995-08-01
868,Ophelie Boullay,OphelieBoullay,FRA,2008-03-25
869,Janae Preston,JanaePreston,USA,2010-08-13
870,Elza Tomase,ElzaTomase,LAT,2002-01-02
871,Zuzanna Kolonus,ZuzannaKolonus,POL,2005-06-29
872,Sara Mikaca,SaraMikaca,BIH,2003-03-24
873,Maayan Laron,MaayanLaron,ISR,2007-07-18
874,Paula Cembranos,PaulaCembranos,SUI,2004-01-10
875,Lavinia Tanasie,LaviniaTanasie,ROU,2003-12-12
876,Valeria Savinykh,ValeriaSavinykh,RUS,1991-02-20
877,"Ksenia Smirnova</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">878</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RaquelGonzalezVilar"">Raquel Gonzalez Vilar",KseniaSmirnova,ESP,2004-04-05
879,Mao Mushika,MaoMushika,JPN,2005-07-21
880,Victoria Osuigwe,VictoriaOsuigwe,USA,2006-12-12
881,Polina Leykina,PolinaLeykina,RUS,1994-09-20
882,Louna Zoppas,LounaZoppas,FRA,2007-03-12
883,Diana Ioana Simionescu,DianaIoanaSimionescu,ROU,2007-08-03
884,Arina Varaksina,ArinaVaraksina,RUS,2007-03-18
885,Claudia Ferrer Perez,ClaudiaFerrerPerez,ESP,2006-07-14
886,Ustiniya Lekomtseva,UstiniyaLekomtseva,RUS,2006-09-13
887,Anja Wildgruber,AnjaWildgruber,GER,2002-03-04
888,Natalia Sousa Salazar,NataliaSousaSalazar,MEX,2006-05-16
889,Ruby Cooling,RubyCooling,GBR,2007-11-03
890,"Alja Senica</a></td><td align=""left"">SLO</td><td align=""right""></td></tr><tr><td align=""right"">891</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElyseTse"">Elyse Tse",AljaSenica,NZL,2004-04-10
892,"Capucine Jauffret</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">893</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DidiBredbergCanizares"">Didi Bredberg Canizares",CapucineJauffret,USA,2004-07-29
894,Ava Rodriguez,AvaRodriguez,USA,2008-05-22
895,Carolin Raschdorf,CarolinRaschdorf,GER,2006-09-03
896,Angelina Wirges,AngelinaWirges,GER,2002-06-17
897,Sabastiani Leon,SabastianiLeon,MEX,1992-03-23
898,Georgina Garcia Perez,GeorginaGarciaPerez,ESP,1992-05-13
899,Anna Pircher,AnnaPircher,AUT,2010-05-04
900,"Welles Newman</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">901</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AysegulMert"">Aysegul Mert",WellesNewman,TUR,2004-04-17
902,Sonja Zhiyenbayeva,SonjaZhiyenbayeva,GER,2006-07-02
903,Petra Sedlackova,PetraSedlackova,CZE,2001-08-07
904,Anastasija Cvetkovic,AnastasijaCvetkovic,SRB,2008-06-25
905,Aspen Schuman,AspenSchuman,USA,2007-07-06
906,Annika Penickova,AnnikaPenickova,USA,2009-09-11
907,Emma Jackson,EmmaJackson,USA,2002-11-23
908,Francoise Abanda,FrancoiseAbanda,CAN,1997-02-05
909,Lauryn John Baptiste,LaurynJohnBaptiste,GBR,1999-07-26
910,Mana Kawamura,ManaKawamura,JPN,2001-08-06
911,Maddalena Giordano,MaddalenaGiordano,ITA,2003-05-21
912,Marta Soriano Santiago,MartaSorianoSantiago,ESP,2006-04-20
913,Yanina Wickmayer,YaninaWickmayer,BEL,1989-10-20
914,Ekaterina Makarova,EkaterinaMakarova,RUS,1996-02-15
915,Ana Konjuh,AnaKonjuh,CRO,1997-12-27
916,Makenna Jones,MakennaJones,USA,1998-02-26
917,Emma Kamper,EmmaKamper,DEN,2004-06-25
918,Suana Tucakovic,SuanaTucakovic,BIH,2004-10-25
919,Sera Nishimoto,SeraNishimoto,JPN,2001-01-02
920,Solymar Colling,SolymarColling,USA,2000-04-21
921,Nanari Katsumi,NanariKatsumi,JPN,2003-02-17
922,Charo Esquiva Banuls,CharoEsquivaBanuls,ESP,2008-03-12
923,Sonal Patil,SonalPatil,IND,2005-02-18
924,Elizabeth Coleman,ElizabethColeman,USA,2003-03-21
925,Ashleigh Simes,AshleighSimes,AUS,2003-02-05
926,Eliz Maloney,ElizMaloney,GBR,2000-08-10
927,Amelia Paszun,AmeliaPaszun,POL,2007-09-02
928,Wozuko Mdlulwa,WozukoMdlulwa,RSA,2007-08-16
929,Lavinia Luciano,LaviniaLuciano,ITA,2006-12-24
930,Aleksandra Krunic,AleksandraKrunic,SRB,1993-03-15
931,Ana Filipa Santos,AnaFilipaSantos,POR,1996-02-12
932,Candela Vazquez,CandelaVazquez,ARG,2008-08-15
933,Lya Fernandez,LyaFernandez,MEX,2007-07-24
934,Joy De Zeeuw,JoyDeZeeuw,NED,2006-05-15
935,Julieta Lara Estable,JulietaLaraEstable,ARG,1997-07-15
936,Tianmei Wang,TianmeiWang,USA,2007-03-19
937,Federica Di Sarra,FedericaDiSarra,ITA,1990-05-16
938,Lucie Urbanova,LucieUrbanova,CZE,2006-02-14
939,Beatrice Stagno,BeatriceStagno,ITA,2003-03-13
940,Michaela Bayerlova,MichaelaBayerlova,CZE,1998-12-14
941,Teah Chavez,TeahChavez,CAN,2005-12-17
942,Abigail Rencheli,AbigailRencheli,MDA,2002-04-05
943,Agustina Chlpac,AgustinaChlpac,ARG,1997-02-10
944,Arina Arifullina,ArinaArifullina,RUS,2006-01-22
945,Celia Cervino Ruiz,CeliaCervinoRuiz,ESP,1997-12-14
946,Polina Bakhmutkina,PolinaBakhmutkina,RUS,1999-04-25
947,Amina Anshba,AminaAnshba,RUS,1999-09-09
948,Maria Camila Torres Murcia,MariaCamilaTorresMurcia,COL,2002-11-10
949,Kallista Liu,KallistaLiu,USA,2004-06-01
950,Ela Nala Milic,ElaNalaMilic,SLO,2006-01-01
951,"Stefaniya Pushkar</a></td><td align=""left"">UKR</td><td align=""right""></td></tr><tr><td align=""right"">952</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RomaneLongueville"">Romane Longueville",StefaniyaPushkar,BEL,2005-04-18
953,Asylzhan Arystanbekova,AsylzhanArystanbekova,KAZ,2006-03-01
954,Simona Ogescu,SimonaOgescu,ROU,2002-10-05
955,Ana Bogdan,AnaBogdan,ROU,1992-11-25
956,Maria Jose Portillo Ramirez,MariaJosePortilloRamirez,MEX,1999-05-08
957,Victoria Pohle,VictoriaPohle,GER,2007-06-29
958,Polina Skliar,PolinaSkliar,UKR,2010-10-24
959,Lyubov Kostenko,LyubovKostenko,UKR,2003-03-28
960,"Anna Sedysheva</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">961</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EvgeniyaBurdina"">Evgeniya Burdina",AnnaSedysheva,RUS,2001-01-17
962,"Alesia Breaz</a></td><td align=""left"">ROU</td><td align=""right""></td></tr><tr><td align=""right"">963</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AliciaSmith"">Alicia Smith",AlesiaBreaz,AUS,1996-09-27
964,Sevil Yuldasheva,SevilYuldasheva,UZB,2002-01-09
965,Marie Mattel,MarieMattel,FRA,2000-01-07
966,Daria Kudashova,DariaKudashova,RUS,2003-03-28
967,Selina Atay,SelinaAtay,TUR,2001-11-20
968,"Victoria Luiza Barros</a></td><td align=""left"">BRA</td><td align=""right""></td></tr><tr><td align=""right"">969</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KrishaMahendran"">Krisha Mahendran",VictoriaLuizaBarros,IND,2007-01-20
970,Francesca Mattioli,FrancescaMattioli,ITA,2006-07-04
971,Antonia Stoyanov,AntoniaStoyanov,NED,2009-09-15
972,"Misa Malkin</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">973</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AyaElSayed"">Aya El Sayed",MisaMalkin,EGY,2001-05-31
974,Ingrid Carolina Millan,IngridCarolinaMillan,MEX,2001-11-03
975,Jo Yee Chan,JoYeeChan,USA,2004-02-02
976,"Jaedan Brown</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">977</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=InkaWawrzkiewicz"">Inka Wawrzkiewicz",JaedanBrown,POL,2008-04-25
978,Sina Herrmann,SinaHerrmann,GER,2001-10-24
979,"Eva Marie Desvignes</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">980</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ClarissaBlomqvist"">Clarissa Blomqvist",EvaMarieDesvignes,FIN,2004-11-26
981,Patricia Georgiana Goina,PatriciaGeorgianaGoina,ROU,2005-03-25
982,Petra Kvitova,PetraKvitova,CZE,1990-03-08
983,Mihaela Buzarnescu,MihaelaBuzarnescu,ROU,1988-05-04
984,Daphnee Mpetshi Perricard,DaphneeMpetshiPerricard,FRA,2008-11-21
985,Defne Cirpanli,DefneCirpanli,TUR,2004-10-08
986,"Ada Kumru</a></td><td align=""left"">TUR</td><td align=""right""></td></tr><tr><td align=""right"">987</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MidoriCastilloMeza"">Midori Castillo Meza",AdaKumru,USA,2003-11-16
988,Veronica Miroshnichenko,VeronicaMiroshnichenko,RUS,1997-11-19
989,Stephanie Wagner,StephanieWagner,GER,1994-09-17
990,Shihomi Li Xuan Leong,ShihomiLiXuanLeong,MAS,2007-06-06
991,Nadia Lagaev,NadiaLagaev,CAN,2008-01-18
992,Rikke De Koning,RikkeDeKoning,NED,2003-05-04
993,Chihiro Muramatsu,ChihiroMuramatsu,JPN,1998-05-22
994,I Wen Wan,IWenWan,TPE,2006-11-04
995,Helena Stevic,HelenaStevic,FRA,2002-03-05
996,Eri Hozumi,EriHozumi,JPN,1994-02-17
997,Eszter Meri,EszterMeri,SVK,2002-12-11
998,"Aishi Das</a></td><td align=""left"">NZL</td><td align=""right""></td></tr><tr><td align=""right"">999</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnneSchaefer"">Anne Schaefer",AishiDas,GER,1987-03-01
1000,Anna Pushkareva,AnnaPushkareva,RUS,2009-04-22
1001,Tina Manescu,TinaManescu,GER,2010-01-22
1002,Arabella Koller,ArabellaKoller,AUT,2000-08-31
1003,Anastasiya Kuparev,AnastasiyaKuparev,GER,2001-06-04
1004,Cherry Kim,CherryKim,KOR,2000-02-29
1005,Kamonwan Yodpetch,KamonwanYodpetch,THA,2007-09-10
1006,Natsuho Arakawa,NatsuhoArakawa,JPN,1997-09-03
1007,"Sara Victoria Balan</a></td><td align=""left"">ROU</td><td align=""right""></td></tr><tr><td align=""right"">1008</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MilaMasic"">Mila Masic",SaraVictoriaBalan,SRB,1997-11-29
1009,Emma Slavikova,EmmaSlavikova,CZE,2003-01-24
1010,"Giulia Paterno</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1011</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SofiaMartianova"">Sofia Martianova</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1012</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AmelieJustineHejtmanek"">Amelie Justine Hejtmanek</a></td><td align=""left"">GER</td><td align=""right""></td></tr><tr><td align=""right"">1013</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaMateas"">Maria Mateas",GiuliaPaterno,USA,1999-07-21
1014,Kristina Penickova,KristinaPenickova,USA,2009-09-11
1015,Petra Hule,PetraHule,AUS,1999-03-05
1016,Ilay Yoruk,IlayYoruk,TUR,2001-11-05
1017,Gloriana Goreti Nahum,GlorianaGoretiNahum,BEN,2006-10-02
1018,Gabriella Broadfoot,GabriellaBroadfoot,RSA,2004-11-01
1019,Heerae Im,HeeraeIm,KOR,2004-02-11
1019,Yu Jin Ahn,YuJinAhn,KOR,1997-03-13
1021,Astrid Wanja Brune Olsen,AstridWanjaBruneOlsen,NOR,1999-06-23
1021,Jacqueline Cabaj Awad,JacquelineCabajAwad,SWE,1996-01-28
1023,Barbora Michalkova,BarboraMichalkova,CZE,2006-04-03
1024,Fang An Lin,FangAnLin,TPE,2005-05-16
1025,Chia Yi Tsao,ChiaYiTsao,TPE,2003-12-02
1026,Liv Boulard,LivBoulard,FRA,2008-01-02
1027,Viktoria Veleva,ViktoriaVeleva,BUL,2004-04-07
1028,Elena Teodora Cadar,ElenaTeodoraCadar,ROU,1994-02-24
1029,Nicole Gadient,NicoleGadient,SUI,1998-08-07
1030,Jesika Maleckova,JesikaMaleckova,CZE,1994-08-16
1031,Fanny Norin,FannyNorin,SWE,2001-11-11
1032,Diae El Jardi,DiaeElJardi,MAR,2000-10-13
1033,Catherine Aulia,CatherineAulia,AUS,2004-05-07
1034,Charlotte Keitel,CharlotteKeitel,GER,2005-04-25
1035,Barbara Kostecka,BarbaraKostecka,POL,2009-06-04
1035,Lily Taylor,LilyTaylor,AUS,2006-09-02
1037,"Isabel Skoog</a></td><td align=""left"">SWE</td><td align=""right""></td></tr><tr><td align=""right"">1038</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VictoriaMulville"">Victoria Mulville",IsabelSkoog,USA,2001-12-15
1039,Seda Baslilar,SedaBaslilar,FRA,2008-05-11
1040,Kolie Allen,KolieAllen,USA,2000-03-17
1041,Allura Zamarripa,AlluraZamarripa,USA,2002-08-15
1042,Cristiana Nicoleta Todoni,CristianaNicoletaTodoni,ROU,2006-12-06
1043,Jenna Dean,JennaDean,USA,2000-06-18
1043,"Mutsumi Uemura</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1045</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ClaudiaSofiaMartinezSolis"">Claudia Sofia Martinez Solis",MutsumiUemura,MEX,2004-03-02
1046,Barbara Dessolis,BarbaraDessolis,ITA,2001-09-21
1047,Sofia Da Cruz Mendonca,SofiaDaCruzMendonca,BRA,2002-03-09
1048,Giselle Isabella Guillen,GiselleIsabellaGuillen,AUS,2008-05-21
1049,Mara Gae,MaraGae,ROU,2005-09-14
1050,Eleonora Alvisi,EleonoraAlvisi,ITA,2003-03-13
1051,Kim Chiarello,KimChiarello,FRA,2004-06-28
1052,Yekaterina Dmitrichenko,YekaterinaDmitrichenko,KAZ,2001-10-16
1053,"Yu Jun Lin</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1054</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiiaGureva"">Anastasiia Gureva",YuJunLin,RUS,2005-03-24
1055,Tegan Bush,TeganBush,GBR,2008-11-02
1056,"Anastasia Lizunova</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1056</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ArlindaRushiti"">Arlinda Rushiti",AnastasiaLizunova,SUI,1999-03-27
1058,Lucia Peyre,LuciaPeyre,ARG,2005-07-26
1059,"Anna Kartseva</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1060</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CaraKorhonen"">Cara Korhonen</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1061</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlexandraVasilyeva"">Alexandra Vasilyeva",AnnaKartseva,RUS,2001-12-18
1062,Miyu Nakashima,MiyuNakashima,JPN,2001-01-05
1063,Lisa Claeys,LisaClaeys,BEL,2003-03-09
1064,"Jeong Moon</a></td><td align=""left"">KOR</td><td align=""right""></td></tr><tr><td align=""right"">1065</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BrandyWalker"">Brandy Walker",JeongMoon,USA,1997-05-21
1066,Meritxell Teixido Garcia,MeritxellTeixidoGarcia,ESP,2007-06-30
1067,Valentina Losciale,ValentinaLosciale,ITA,1997-01-04
1068,Alexandra Osborne,AlexandraOsborne,AUS,1995-04-08
1069,Sonja Zhenikhova,SonjaZhenikhova,GER,2008-05-21
1070,Maaya Rajeshwaran Revathi,MaayaRajeshwaranRevathi,IND,2009-06-12
1071,D J Bennett,DJBennett,USA,2003-08-28
1071,"Deniz Dilek</a></td><td align=""left"">TUR</td><td align=""right""></td></tr><tr><td align=""right"">1071</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KennedyDrenserHagmann"">Kennedy Drenser Hagmann",DenizDilek,USA,2009-04-03
1071,"Sara Dahlstrom</a></td><td align=""left"">SWE</td><td align=""right""></td></tr><tr><td align=""right"">1075</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NinaRadovanovic"">Nina Radovanovic",SaraDahlstrom,FRA,2003-10-22
1076,"Kurea Hayasaka</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1077</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AdrianaTkachenko"">Adriana Tkachenko",KureaHayasaka,UKR,2007-06-26
1077,Emily Sartz Lunde,EmilySartzLunde,NOR,2006-01-12
1079,"Ruirui Zou</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1080</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MandegarFarzami"">Mandegar Farzami</a></td><td align=""left"">IRI</td><td align=""right""></td></tr><tr><td align=""right"">1081</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LorenaSchaedel"">Lorena Schaedel</a></td><td align=""left"">GER</td><td align=""right""></td></tr><tr><td align=""right"">1082</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlisaVasileva"">Alisa Vasileva",RuiruiZou,RUS,2005-10-21
1083,Krystyna Pochtovyk,KrystynaPochtovyk,UKR,1998-09-15
1084,Ru Xi Wu,RuXiWu,CHN,2008-08-01
1085,Katarzyna Piter,KatarzynaPiter,POL,1991-02-16
1086,Maria Paulina Perez Garcia,MariaPaulinaPerezGarcia,COL,1996-01-10
1087,"Tea Kovacevic</a></td><td align=""left"">BIH</td><td align=""right""></td></tr><tr><td align=""right"">1088</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LaetitiaSarrazin"">Laetitia Sarrazin",TeaKovacevic,FRA,1993-03-08
1088,Lea Tholey,LeaTholey,FRA,1995-09-03
1088,Marilouise Van Zyl,MarilouiseVanZyl,RSA,2006-04-25
1088,Patricija Paukstyte,PatricijaPaukstyte,LTU,2004-09-13
1088,Tatum Evans,TatumEvans,USA,2005-08-18
1093,Kiara Zabkova,KiaraZabkova,SVK,2007-05-16
1094,Ziva Falkner,ZivaFalkner,SLO,2002-07-07
1095,Ava Schueller,AvaSchueller,AUT,2006-04-01
1096,Federica Bilardo,FedericaBilardo,ITA,1999-07-06
1097,Jahnie Van Zyl,JahnieVanZyl,RSA,2009-02-17
1098,"Karla Bartel</a></td><td align=""left"">GER</td><td align=""right""></td></tr><tr><td align=""right"">1099</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaKmiecik"">Anna Kmiecik</a></td><td align=""left"">POL</td><td align=""right""></td></tr><tr><td align=""right"">1100</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JosefinaEstevez"">Josefina Estevez",KarlaBartel,ARG,2007-12-19
1101,Nina Sozaonova,NinaSozaonova,RUS,2007-01-17
1102,Romina Ccuno,RominaCcuno,PER,2002-09-01
1103,Malkia Menguene,MalkiaMenguene,USA,2000-08-08
1104,Eunji Lee,EunjiLee,KOR,2001-06-21
1104,Giuliana Bestetti,GiulianaBestetti,ITA,1997-10-01
1104,Polina Kaibekova,PolinaKaibekova,RUS,2006-11-03
1107,"Paola Lopez</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1108</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IsabellaMarton"">Isabella Marton",PaolaLopez,CAN,2008-04-10
1109,Valerie Glozman,ValerieGlozman,USA,2006-11-22
1110,Jing Jing Lu,JingJingLu,CHN,1989-05-05
1111,Freya Christie,FreyaChristie,GBR,1997-11-08
1112,Daniela Vismane,DanielaVismane,LAT,2000-08-10
1113,Chiara Fornasieri,ChiaraFornasieri,ITA,2003-09-26
1114,Yleymi Lugiana Muelle Valdez,YleymiLugianaMuelleValdez,PER,2008-05-23
1115,Andrea Obradovic,AndreaObradovic,SRB,2004-05-18
1115,Judith Perello Saavedra,JudithPerelloSaavedra,ESP,2002-01-23
1117,Milana Maslenkova,MilanaMaslenkova,UZB,2001-08-13
1118,Warona Mdlulwa,WaronaMdlulwa,RSA,2000-02-17
1119,Sofiia Suslova,SofiiaSuslova,RUS,2004-08-09
1120,"Ilinca Sagmar</a></td><td align=""left"">ROU</td><td align=""right""></td></tr><tr><td align=""right"">1121</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnriNagata"">Anri Nagata",IlincaSagmar,JPN,2000-05-03
1122,Anna Lena Ebster,AnnaLenaEbster,AUT,2004-01-06
1123,Laura Boehner,LauraBoehner,GER,2001-07-30
1123,Maelle Leclercq,MaelleLeclercq,FRA,2004-01-19
1125,Katerina Mandelikova,KaterinaMandelikova,CZE,2003-06-13
1126,Clara Burel,ClaraBurel,FRA,2001-03-24
1127,Mariana Isabel Higuita Barraza,MarianaIsabelHiguitaBarraza,COL,2007-06-14
1128,Irina Bara,IrinaBara,ROU,1995-03-18
1129,Jamie Loeb,JamieLoeb,USA,1995-03-08
1130,Sylvie Zund,SylvieZund,LIE,2001-02-26
1131,Francesca Delledera,FrancescaDelledera,ITA,1996-06-28
1132,Marina Bulbarella,MarinaBulbarella,ARG,2005-09-21
1133,Duru Soke,DuruSoke,TUR,2006-01-30
1134,Elsa Bonelli,ElsaBonelli,SUI,2008-03-06
1134,Kate Fakih,KateFakih,USA,2006-10-30
1136,"Alice Ferlito</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">1137</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VictoriaKan"">Victoria Kan",AliceFerlito,RUS,1995-08-03
1138,Maria Kononova,MariaKononova,RUS,1997-03-04
1139,"Ava Monet Sycamore</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1140</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FabienneGettwart"">Fabienne Gettwart",AvaMonetSycamore,GER,1996-01-03
1141,"Mia Wainwright</a></td><td align=""left"">GBR</td><td align=""right""></td></tr><tr><td align=""right"">1142</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlexandraIrinaAnghel"">Alexandra Irina Anghel",MiaWainwright,ROU,2007-03-12
1143,"Marcella Dessolis</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1144</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SeoYunChoi"">Seo Yun Choi</a></td><td align=""left"">KOR</td><td align=""right""></td></tr><tr><td align=""right"">1145</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SydneyJara"">Sydney Jara</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1146</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaTabunshchyk"">Anna Tabunshchyk</a></td><td align=""left"">CAN</td><td align=""right""></td></tr><tr><td align=""right"">1147</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElenaGrekul"">Elena Grekul",MarcellaDessolis,UKR,2004-05-15
1148,Mavie Osterreicher,MavieOsterreicher,AUT,2002-04-05
1149,Claudia Gasparovic,ClaudiaGasparovic,AUT,2004-10-28
